================================================================================
TCP Conversations
Filter:<No Filter>
                                                           |       <-      | |       ->      | |     Total     |    Relative    |   Duration   |
                                                           | Frames  Bytes | | Frames  Bytes | | Frames  Bytes |      Start     |              |
100.10.30.1:39458          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 12 kB        22.278561568         2.0030
100.10.30.1:36727          <-> 100.30.0.1:8080                  4 324 bytes      14 11 kB          18 11 kB        23.532026211         2.0026
100.10.30.1:43429          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 12 kB        24.281268603         2.0016
100.10.30.1:45974          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 12 kB        31.112037920         2.0030
100.10.30.1:42650          <-> 100.30.0.1:8080                  4 324 bytes      14 11 kB          18 11 kB        34.321253928         2.0028
100.10.30.1:40632          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 12 kB        40.286160649         2.0021
100.10.30.1:33037          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 12 kB        42.254297576         2.0027
100.10.30.1:36990          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 12 kB        44.256700024         2.0028
100.10.30.1:36395          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 12 kB        45.894249991         2.0029
100.10.30.1:45286          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 13 kB        47.338426241         2.0028
100.10.30.1:37540          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 12 kB        47.896906022         2.0015
100.10.30.1:39192          <-> 100.30.0.1:8080                  4 324 bytes      14 11 kB          18 12 kB        48.236862404         2.0027
100.10.30.1:41686          <-> 100.30.0.1:8080                  4 324 bytes      14 11 kB          18 11 kB        49.785581723         2.0033
100.10.30.1:45003          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 12 kB        49.897809901         2.0028
100.10.30.1:34855          <-> 100.30.0.1:8080                  4 324 bytes      14 11 kB          18 12 kB        50.239349705         2.0031
100.10.30.1:33490          <-> 100.30.0.1:8080                  4 324 bytes      14 11 kB          18 11 kB        51.788383313         2.0031
100.10.30.1:41872          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 13 kB        52.038671862         2.0028
100.10.30.1:45727          <-> 100.30.0.1:8080                  3 242 bytes      15 15 kB          18 15 kB        52.087514055         2.0027
100.10.30.1:40430          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 13 kB        52.499142919         2.0031
100.10.30.1:45725          <-> 100.30.0.1:8080                  4 324 bytes      14 11 kB          18 11 kB        53.791161005         2.0030
100.10.30.1:43145          <-> 100.30.0.1:8080                  4 324 bytes      14 11 kB          18 12 kB        54.244142020         2.0027
100.10.30.1:34716          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 13 kB        55.203014996         2.0029
100.10.30.1:41620          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 12 kB        56.339891221         2.0028
100.10.30.1:38709          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 13 kB        57.205536544         2.0030
100.10.30.1:43614          <-> 100.30.0.1:8080                  3 242 bytes      15 15 kB          18 15 kB        60.600305524         2.0017
100.10.30.1:45836          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 13 kB        61.209148344         2.0030
100.10.30.1:43226          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 12 kB        63.150437395         2.0030
100.10.30.1:43913          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 12 kB        64.381856751         2.0031
100.10.30.1:36021          <-> 100.30.0.1:8080                  4 324 bytes      14 11 kB          18 11 kB        66.834210421         2.0032
100.10.30.1:37834          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 14 kB        69.533340153         2.0008
100.10.30.1:46006          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 14 kB        71.533828775         2.0029
100.10.30.1:42738          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 14 kB        73.536477879         2.0027
100.10.30.1:41955          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 13 kB        74.581175699         2.0023
100.10.30.1:36249          <-> 100.30.0.1:8080                  4 324 bytes      14 11 kB          18 11 kB        74.299551744         2.0028
100.10.30.1:35215          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 14 kB        75.539025501         2.0029
100.10.30.1:44453          <-> 100.30.0.1:8080                  4 324 bytes      14 11 kB          18 11 kB        78.585046447         2.0029
100.10.30.1:38712          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 13 kB        80.962823224         2.0014
100.10.30.1:45005          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 12 kB        84.795662862         2.0033
100.10.30.1:37166          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 13 kB        85.236509297         2.0031
100.10.30.1:45237          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 13 kB        85.468182920         2.0027
100.10.30.1:41967          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 12 kB        86.798521398         2.0018
100.10.30.1:32799          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 13 kB        87.239205523         2.0032
100.10.30.1:34117          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 13 kB        87.470693862         2.0029
100.10.30.1:43772          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 12 kB        88.799976025         2.0032
100.10.30.1:41741          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 13 kB        89.473259093         2.0029
100.10.30.1:40435          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 12 kB        90.802749836         2.0033
100.10.30.1:43018          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 13 kB        92.361096097         2.0030
100.10.30.1:40074          <-> 100.30.0.1:8080                  4 324 bytes      14 11 kB          18 11 kB        92.673043800         2.0031
100.10.30.1:41613          <-> 100.30.0.1:8080                  4 324 bytes      14 11 kB          18 11 kB        94.675685862         2.0029
100.10.30.1:42651          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 13 kB        94.363627528         2.0032
100.10.30.1:33004          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 13 kB        95.830900408         2.0017
100.10.30.1:43073          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 13 kB       104.323833887         2.0022
100.10.30.1:34412          <-> 100.30.0.1:8080                  4 324 bytes      14 11 kB          18 11 kB       108.184866340         2.0030
100.10.30.1:44080          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 13 kB       108.327624091         2.0031
100.10.30.1:38890          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 12 kB       109.148938506         2.0028
100.10.30.1:42791          <-> 100.30.0.1:8080                  4 324 bytes      14 11 kB          18 11 kB       110.187567537         2.0030
100.10.30.1:44453          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 13 kB       114.206380932         2.0029
100.10.30.1:34172          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 12 kB       115.155072662         2.0031
100.10.30.1:45276          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 13 kB       116.657181538         2.0028
100.10.30.1:45503          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 13 kB       118.659759844         2.0029
100.10.30.1:41924          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 13 kB       121.428127109         2.0028
100.10.30.1:38083          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 13 kB       121.324335409         2.0029
100.10.30.1:44810          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 12 kB       122.512794547         2.0028
100.10.30.1:46615          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 12 kB       122.391254508         2.0027
100.10.30.1:36941          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 13 kB       123.430689862         2.0030
100.10.30.1:37091          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 13 kB       123.326898359         2.0028
100.10.30.1:38206          <-> 100.30.0.1:8080                  4 324 bytes      14 11 kB          18 12 kB       125.172516835         2.0029
100.10.30.1:43707          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 13 kB       126.426055904         2.0027
100.10.30.1:33417          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 13 kB       127.067613608         2.0030
100.10.30.1:45273          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 13 kB       128.428548326         2.0029
100.10.30.1:40428          <-> 100.30.0.1:8080                  4 324 bytes      14 11 kB          18 11 kB       129.486410045         2.0014
100.10.30.1:41677          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 13 kB       131.346767437         2.0011
100.10.30.1:45922          <-> 100.30.0.1:8080                  4 324 bytes      14 11 kB          18 11 kB       131.264533492         2.0024
100.10.30.1:33415          <-> 100.30.0.1:8080                  4 324 bytes      14 11 kB          18 11 kB       131.487492667         2.0021
100.10.30.1:37576          <-> 100.30.0.1:8080                  4 324 bytes      14 11 kB          18 11 kB       133.489365665         2.0033
100.10.30.1:39347          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 13 kB       135.651824098         2.0027
100.10.30.1:46264          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 13 kB       136.627214317         2.0027
100.10.30.1:40400          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 14 kB       136.801415369         2.0033
100.10.30.1:36058          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 13 kB       137.350190375         2.0012
100.10.30.1:41022          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 13 kB       140.631654862         2.0030
100.10.30.1:39954          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 13 kB       140.910294989         2.0030
100.10.30.1:32838          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 13 kB       141.657209456         2.0029
100.10.30.1:36383          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 13 kB       142.913058368         2.0032
100.10.30.1:43356          <-> 100.30.0.1:8080                  4 324 bytes      14 13 kB          18 13 kB       142.634341092         2.0028
100.10.30.1:33204          <-> 100.30.0.1:8080                  4 324 bytes      14 12 kB          18 12 kB       143.665065125         2.0018
